room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,instant_bookable,review_scores_rating,bedrooms,beds,log_price,,,
Private room,1,2.5,flexible,0,f,96,1,1,4.127134385,,,
Entire home/apt,2,1,strict,1,f,89,1,2,4.48863637,,,
Entire home/apt,4,1,flexible,1,t,100,1,2,4.65396035,,,
Entire home/apt,6,2.5,moderate,0,f,87,3,3,5.579729826,,,
Entire home/apt,2,1,moderate,1,f,96,2,1,4.59511985,,,
Private room,1,1,strict,0,f,88,1,1,4.382026635,,,
Private room,2,1,flexible,0,f,96,1,1,6.802394763,,,
Entire home/apt,4,1,moderate,1,f,96,2,2,5.087596335,,,
Entire home/apt,4,1,strict,1,t,93,2,2,5.075173815,,,
Private room,1,1,moderate,0,f,90,1,1,4.430816799,,,
Entire home/apt,4,1,strict,1,f,83,1,1,4.59511985,,,
Entire home/apt,14,2.5,strict,1,f,97,3,9,4.905274778,,,
Entire home/apt,8,2,strict,1,t,100,3,4,5.521460918,,,
Private room,2,1,moderate,1,t,99,1,1,3.970291914,,,
Shared room,2,1,flexible,0,f,100,1,1,3.218875825,,,
Entire home/apt,6,1,flexible,1,f,96,3,1,5.241747015,,,
Entire home/apt,4,2,moderate,0,f,100,2,2,5.521460918,,,
Shared room,7,3,moderate,1,f,96,1,6,3.401197382,,,
Private room,2,2,strict,1,t,97,1,2,4.700480366,,,
Private room,1,1,moderate,0,f,94,1,1,4.382026635,,,
Entire home/apt,2,1,flexible,1,t,96,1,1,4.553876892,,,
Private room,1,1,moderate,1,f,100,2,2,5.010635294,,,
Entire home/apt,5,1,strict,1,f,95,2,3,5.857933154,,,
Entire home/apt,6,1.5,strict,1,f,96,3,4,5.298317367,,,
Private room,2,1,strict,1,f,90,1,1,3.891820298,,,
Private room,5,1,flexible,1,t,96,3,5,4.248495242,,,
Entire home/apt,4,1,strict,0,f,99,1,1,4.828313737,,,
Private room,3,1,flexible,0,f,96,1,1,4.442651256,,,
Private room,2,1,moderate,1,t,80,1,1,3.80666249,,,
Entire home/apt,4,1,moderate,0,f,96,3,3,4.605170186,,,
Entire home/apt,3,1,strict,1,f,98,1,1,5.068904202,,,
Entire home/apt,12,2,strict,1,f,94,3,7,5.703782475,,,
Private room,1,1,flexible,0,t,100,1,1,4.204692619,,,
Entire home/apt,4,1,moderate,1,f,95,1,2,5.521460918,,,
Private room,6,1.5,strict,1,t,98,2,2,5.164785974,,,
Private room,1,1,moderate,1,f,96,1,1,5.003946306,,,
Entire home/apt,3,1.5,moderate,1,f,99,1,2,5.579729826,,,
Entire home/apt,2,1,strict,1,f,94,0,2,4.736198448,,,
Entire home/apt,5,1,strict,1,f,88,1,3,4.859812404,,,
Entire home/apt,4,1,strict,1,t,92,1,2,5.521460918,,,
Entire home/apt,4,1,moderate,1,t,100,1,3,4.317488114,,,
Entire home/apt,6,2,strict,1,f,98,1,3,4.59511985,,,
Entire home/apt,4,1,moderate,1,f,94,1,3,5.030437921,,,
Private room,2,1.5,flexible,1,f,99,1,1,3.891820298,,,
Entire home/apt,2,1,strict,1,t,93,0,1,4.828313737,,,
Entire home/apt,6,1.5,strict,1,f,92,2,3,5.521460918,,,
Private room,4,1,moderate,1,f,96,1,2,4.890349128,,,
Entire home/apt,6,2,strict,1,t,100,3,3,5.857933154,,,
Private room,1,1.5,flexible,1,t,80,1,1,4.143134726,,,
Entire home/apt,4,1,moderate,1,f,96,1,1,5.192956851,,,
Entire home/apt,8,2,strict,1,t,91,2,3,4.86753445,,,
Entire home/apt,4,1,flexible,0,t,80,1,1,5.768320996,,,
Private room,3,1,moderate,0,f,100,1,2,4.158883083,,,
Entire home/apt,2,1,strict,1,f,94,2,2,5.517452896,,,
Entire home/apt,5,1,moderate,1,f,98,2,3,6.214608098,,,
Entire home/apt,3,1.5,flexible,1,f,87,1,1,4.442651256,,,
Private room,1,1,moderate,0,f,96,1,2,3.951243719,,,
Entire home/apt,10,1,strict,1,f,79,4,6,5.521460918,,,
Entire home/apt,2,1,moderate,0,f,97,1,1,5.241747015,,,
Entire home/apt,10,2,strict,1,f,80,2,2,5.703782475,,,
Shared room,1,2,strict,0,t,90,1,1,2.995732274,,,
Entire home/apt,4,1,moderate,0,f,97,1,2,5.135798437,,,
Entire home/apt,6,2,strict,1,f,98,2,4,5.293304825,,,
Entire home/apt,6,2.5,strict,1,t,100,2,2,5.010635294,,,
Private room,1,1,flexible,0,f,100,1,1,4.859812404,,,
Private room,4,1,flexible,0,f,100,0,1,3.912023005,,,
Entire home/apt,3,1,strict,1,f,100,1,1,5.043425117,,,
Entire home/apt,10,2,flexible,1,f,100,3,7,5.857933154,,,
Entire home/apt,10,5,strict,1,f,100,5,10,6.907755279,,,
Entire home/apt,2,1,strict,1,f,93,0,1,4.158883083,,,
Entire home/apt,2,1,strict,1,f,97,1,2,5.298317367,,,
Entire home/apt,3,2,flexible,1,f,96,2,2,5.010635294,,,
Private room,4,1,moderate,1,f,100,2,2,4.59511985,,,
Entire home/apt,8,1,strict,1,f,94,3,6,4.804021045,,,
Private room,2,1,moderate,0,f,85,1,2,4.094344562,,,
Private room,2,1,flexible,0,t,96,1,1,3.496507561,,,
Entire home/apt,4,1,flexible,1,f,96,2,3,5.416100402,,,
Private room,2,1,strict,1,t,100,1,1,4.532599493,,,
Entire home/apt,3,1,flexible,1,f,96,1,1,5.220355825,,,
Entire home/apt,4,1,strict,1,f,99,0,2,5.192956851,,,
Private room,1,1,moderate,0,f,96,1,1,3.663561646,,,
Entire home/apt,8,1,strict,1,t,91,3,3,5.855071922,,,
Entire home/apt,2,1,moderate,1,t,99,1,1,4.828313737,,,
Private room,2,1,strict,1,t,98,1,2,4.343805422,,,
Entire home/apt,6,1,strict,1,f,96,2,2,5.370638028,,,
Entire home/apt,3,1,moderate,1,f,96,1,1,4.875197323,,,
Shared room,4,1,flexible,0,f,96,1,2,5.298317367,,,
Entire home/apt,5,2,strict,1,f,93,2,3,5.521460918,,,
Entire home/apt,2,1,strict,1,f,99,1,1,5.736572297,,,
Entire home/apt,3,1,moderate,1,t,89,1,1,4.700480366,,,
Entire home/apt,2,2,flexible,0,f,96,2,2,6.212606096,,,
Private room,1,1,flexible,0,f,100,2,1,3.912023005,,,
Entire home/apt,8,4,strict,1,t,90,3,4,6.109247583,,,
Entire home/apt,12,3,strict,1,t,99,3,5,6.109247583,,,
Entire home/apt,4,1,moderate,1,t,96,0,3,4.59511985,,,
Entire home/apt,4,3,moderate,1,t,100,2,2,4.934473933,,,
Entire home/apt,4,1,strict,1,f,95,0,1,4.442651256,,,
Private room,2,1,strict,0,f,99,1,2,4.317488114,,,
Shared room,2,1,flexible,0,f,73,1,1,3.688879454,,,
Entire home/apt,3,1,strict,1,f,93,1,1,4.787491743,,,
Entire home/apt,3,1,strict,1,t,100,1,1,4.941642423,,,
Private room,2,2,moderate,1,f,95,1,1,4.007333185,,,
Entire home/apt,3,1,moderate,0,f,90,1,1,4.700480366,,,
Entire home/apt,3,1,moderate,0,f,100,1,1,4.094344562,,,
Entire home/apt,1,1,flexible,1,f,100,1,1,3.951243719,,,
Entire home/apt,3,1,strict,1,f,97,1,1,5.075173815,,,
Private room,4,2,moderate,1,f,96,2,2,4.382026635,,,
Entire home/apt,2,1,strict,0,f,94,1,2,4.094344562,,,
Entire home/apt,4,1,moderate,1,f,96,2,3,6.109247583,,,
Entire home/apt,4,1,strict,1,f,87,1,1,3.931825633,,,
Entire home/apt,15,6.5,strict,1,f,97,5,5,7.149916836,,,
Entire home/apt,6,1,moderate,1,f,93,2,2,5.605802066,,,
Entire home/apt,4,1,moderate,1,f,96,1,2,4.787491743,,,
Private room,2,1,flexible,1,f,100,1,1,5.476463552,,,
Private room,3,1,flexible,0,t,95,1,1,4.158883083,,,
Entire home/apt,3,1,flexible,1,t,91,0,2,4.007333185,,,
Entire home/apt,4,1,strict,1,f,91,0,2,4.382026635,,,
Private room,1,1,moderate,0,t,96,1,1,3.80666249,,,
Entire home/apt,2,1,strict,1,f,100,2,1,5.480638923,,,
Entire home/apt,6,1,strict,1,t,80,2,3,4.859812404,,,
Entire home/apt,2,1,moderate,1,f,95,1,1,4.584967479,,,
Entire home/apt,5,1,strict,1,t,99,1,2,4.736198448,,,
Entire home/apt,5,2,moderate,1,f,100,2,2,5.298317367,,,
Entire home/apt,5,2,strict,1,f,91,2,2,5.513428746,,,
Entire home/apt,10,2.5,flexible,0,f,96,3,3,6.613384218,,,
Shared room,4,1.5,strict,1,f,91,1,2,3.912023005,,,
Entire home/apt,1,1,flexible,0,f,96,0,1,5.010635294,,,
Entire home/apt,8,3,strict,1,t,91,4,4,6.396929655,,,
Entire home/apt,3,1,strict,1,f,99,1,2,5.556828062,,,
Entire home/apt,4,1,flexible,0,f,96,1,1,4.605170186,,,
Entire home/apt,4,1,flexible,0,f,96,0,1,5.857933154,,,
Private room,2,1,strict,1,f,92,1,1,3.583518938,,,
Entire home/apt,10,2,strict,1,f,90,4,5,6.551080335,,,
Entire home/apt,2,1,moderate,0,f,99,1,1,5.416100402,,,
Shared room,1,1,moderate,1,f,99,1,1,3.401197382,,,
Private room,1,1,moderate,1,f,97,1,1,4.605170186,,,
Entire home/apt,4,1,strict,1,t,96,2,2,4.700480366,,,
Entire home/apt,5,1,strict,1,f,100,2,3,5.393627546,,,
Shared room,1,1,moderate,0,t,100,1,1,2.772588722,,,
Entire home/apt,8,2,strict,1,t,95,4,4,5.556828062,,,
Private room,1,1,moderate,1,f,99,1,1,3.401197382,,,
Private room,2,1,flexible,1,f,60,1,1,4.094344562,,,
Private room,2,2,flexible,0,f,100,1,1,4.744932128,,,
Shared room,2,1.5,moderate,0,t,93,1,1,3.555348061,,,
Private room,2,0.5,moderate,1,t,95,1,1,3.891820298,,,
Entire home/apt,4,1,strict,1,f,95,1,1,5.416100402,,,
Entire home/apt,4,1,moderate,1,f,92,2,3,4.770684624,,,
Entire home/apt,8,2,strict,1,f,100,4,4,5.700443573,,,
Entire home/apt,4,1,moderate,1,f,97,1,2,5.438079309,,,
Entire home/apt,2,2,moderate,1,f,97,1,1,5.298317367,,,
Entire home/apt,4,2,strict,0,f,100,2,2,5.768320996,,,
Private room,1,1,flexible,0,t,94,1,1,4.369447852,,,
Entire home/apt,3,1,strict,1,f,97,1,1,5.459585514,,,
Private room,4,1,flexible,1,f,96,0,2,5.66296048,,,
Entire home/apt,6,1,strict,1,f,94,2,3,5.988961417,,,
Private room,2,1,strict,0,t,96,1,2,4.290459441,,,
Entire home/apt,4,1,flexible,1,f,88,2,2,5.147494477,,,
Entire home/apt,2,2,strict,1,f,99,1,1,5.075173815,,,
Entire home/apt,5,1,moderate,1,t,96,1,2,7.313220387,,,
Entire home/apt,4,1,flexible,1,f,100,2,2,5.560681631,,,
Entire home/apt,3,1,strict,1,f,96,1,2,5.075173815,,,
Entire home/apt,7,2.5,strict,1,f,96,3,5,5.010635294,,,
Entire home/apt,4,1,flexible,1,t,85,1,1,4.976733742,,,
Private room,2,1,flexible,0,t,96,2,2,3.912023005,,,
Private room,2,2,strict,0,f,96,1,1,4.700480366,,,
Private room,2,1,flexible,0,f,100,1,1,5.783825182,,,
Entire home/apt,3,1,moderate,1,t,100,0,2,5.953243334,,,
Entire home/apt,8,2,strict,1,t,96,3,4,5.416100402,,,
Entire home/apt,4,1,flexible,1,f,93,1,1,5.075173815,,,
Entire home/apt,2,1,strict,0,t,96,1,1,5.616771098,,,
Entire home/apt,13,2,strict,1,f,96,5,7,5.988961417,,,
Entire home/apt,4,2.5,flexible,1,t,96,2,4,5.365976015,,,
Private room,2,2,moderate,1,t,98,1,1,4.094344562,,,
Entire home/apt,5,1,strict,1,f,94,2,3,4.59511985,,,
Entire home/apt,4,1,flexible,0,t,96,1,1,5.075173815,,,
Private room,2,1.5,strict,1,f,98,1,2,4.094344562,,,
Private room,1,1.5,strict,1,f,94,1,1,3.912023005,,,
Entire home/apt,6,2,moderate,1,f,100,2,3,5.416100402,,,
Entire home/apt,2,1,strict,1,f,88,0,1,4.369447852,,,
Shared room,4,1,strict,0,t,96,1,1,4.553876892,,,
Private room,2,1,flexible,1,f,92,1,2,3.737669618,,,
Private room,2,1,strict,1,f,83,1,1,4.077537444,,,
Entire home/apt,1,1,flexible,0,t,100,0,1,4.060443011,,,
Private room,2,1,strict,1,f,91,1,1,4.430816799,,,
Entire home/apt,3,1,flexible,0,f,93,0,1,5.521460918,,,
Entire home/apt,2,1,strict,1,f,91,1,2,4.605170186,,,
Entire home/apt,5,1,flexible,1,t,100,1,2,4.820281566,,,
Private room,1,1,strict,1,f,84,1,1,4.356708827,,,
Private room,3,1.5,strict,0,f,80,1,3,4.077537444,,,
Entire home/apt,3,1,flexible,1,f,99,0,2,4.584967479,,,
Entire home/apt,2,1,moderate,1,f,83,0,1,4.700480366,,,
Entire home/apt,8,3,strict,1,f,96,4,5,7.047517221,,,
Entire home/apt,5,1,flexible,1,f,100,2,5,5.720311777,,,
Shared room,2,1,moderate,0,f,96,1,1,4.248495242,,,
Entire home/apt,2,1,strict,0,f,100,2,1,5.521460918,,,
Private room,3,1,strict,1,t,97,0,1,4.477336814,,,
Private room,2,1,strict,1,f,98,1,1,4.718498871,,,
Entire home/apt,5,1,moderate,1,f,94,2,5,5.010635294,,,
Private room,2,1,flexible,1,t,96,1,1,5.293304825,,,
Private room,1,1,flexible,0,t,96,0,1,3.465735903,,,
Shared room,2,1,flexible,1,t,96,1,1,4.234106505,,,
Private room,2,1,strict,1,f,86,1,1,4.007333185,,,
Private room,4,1,strict,1,f,96,1,2,4.605170186,,,
Entire home/apt,4,1,flexible,1,f,80,2,2,4.510859507,,,
Entire home/apt,2,1,flexible,0,t,96,0,1,4.369447852,,,
Private room,4,2,flexible,0,f,95,1,1,4.700480366,,,
Private room,1,1,strict,0,t,95,1,1,3.970291914,,,
Private room,3,1,flexible,1,t,96,1,1,4.553876892,,,
Entire home/apt,6,1,strict,1,f,90,2,2,5.517452896,,,
Private room,1,1,moderate,1,f,97,1,1,3.988984047,,,
Private room,4,1.5,moderate,1,f,96,1,2,4.644390899,,,
Entire home/apt,2,1,moderate,1,f,100,1,3,5.541263545,,,
Entire home/apt,8,2,strict,1,f,90,3,5,5.416100402,,,
Private room,2,2,strict,1,t,100,1,1,4.17438727,,,
Entire home/apt,2,1,flexible,1,t,100,1,1,3.912023005,,,
Entire home/apt,5,1.5,strict,1,f,96,2,2,5.272999559,,,
Entire home/apt,10,4,strict,1,f,96,5,6,6.684611728,,,
Private room,2,1,moderate,1,f,99,1,1,4.110873864,,,
Private room,2,2,strict,1,f,86,1,1,4.543294782,,,
Entire home/apt,6,2.5,strict,1,f,99,3,3,5.703782475,,,
Entire home/apt,2,1,moderate,1,t,89,1,1,4.234106505,,,
Private room,3,1.5,strict,1,t,92,1,1,3.912023005,,,
Private room,2,1,flexible,0,f,90,1,1,4.48863637,,,
Entire home/apt,3,1,strict,0,f,80,0,2,4.753590191,,,
Private room,2,1,flexible,1,t,97,1,1,4.043051268,,,
Entire home/apt,3,1,flexible,1,t,100,1,1,5.010635294,,,
Entire home/apt,2,2,strict,1,t,99,1,1,4.934473933,,,
Entire home/apt,4,1,strict,1,f,88,1,2,5.010635294,,,
Entire home/apt,4,1,strict,1,t,96,2,2,5.700443573,,,
Entire home/apt,3,1,strict,1,f,96,1,2,4.779123493,,,
Private room,6,2,strict,1,t,96,2,4,5.855071922,,,
Entire home/apt,4,1,strict,1,f,96,1,1,5.198497031,,,
Private room,2,2,flexible,0,f,100,1,1,3.912023005,,,
Private room,2,1,strict,1,f,91,1,1,5.010635294,,,
Entire home/apt,4,2,moderate,0,t,96,2,2,6.396929655,,,
Entire home/apt,4,1,strict,1,f,96,1,4,4.382026635,,,
Entire home/apt,10,2.5,strict,1,f,89,5,6,6.109247583,,,
Entire home/apt,2,1,flexible,0,f,100,1,1,4.025351691,,,
Entire home/apt,7,2,strict,1,f,97,3,3,5.393627546,,,
Entire home/apt,2,1,flexible,1,f,95,1,1,4.812184355,,,
Entire home/apt,2,1,strict,1,t,91,0,1,5.010635294,,,
Entire home/apt,2,2,moderate,0,f,90,2,2,5.017279837,,,
Entire home/apt,5,2,strict,1,f,93,2,2,5.433722004,,,
Entire home/apt,5,2,moderate,0,t,96,2,2,6.214608098,,,
Entire home/apt,4,1,strict,0,f,99,1,2,5.105945474,,,
Entire home/apt,5,1,strict,1,t,90,2,5,5.105945474,,,
Entire home/apt,3,1,strict,1,f,60,1,1,4.248495242,,,
Entire home/apt,3,1,moderate,1,f,95,1,1,4.382026635,,,
Private room,4,1.5,strict,1,f,83,1,3,4.094344562,,,
Entire home/apt,6,1.5,strict,0,f,89,2,3,4.941642423,,,
Entire home/apt,4,1.5,flexible,0,f,100,2,2,5.164785974,,,
Entire home/apt,6,1,strict,1,t,90,2,3,5.135798437,,,
Entire home/apt,4,1,strict,1,f,96,1,2,5.872117789,,,
Shared room,1,1,flexible,0,f,73,1,1,3.218875825,,,
Entire home/apt,3,1,strict,1,f,97,2,3,4.248495242,,,
Entire home/apt,4,2.5,strict,1,f,100,2,2,5.669880923,,,
Private room,3,1,moderate,1,f,95,1,1,4.574710979,,,
Entire home/apt,3,1,strict,1,f,96,1,1,4.477336814,,,
Entire home/apt,7,2,moderate,1,t,89,3,3,5.966146739,,,
Entire home/apt,6,1,strict,1,f,91,2,5,4.691347882,,,
Entire home/apt,2,1,moderate,1,f,100,1,1,4.9698133,,,
Private room,2,3,flexible,1,f,80,1,1,3.912023005,,,
Entire home/apt,2,1,strict,0,f,98,1,1,5.129898715,,,
Entire home/apt,9,1,strict,1,t,100,3,4,6.109247583,,,
Entire home/apt,8,5.5,strict,1,f,100,4,5,6.476972363,,,
Private room,1,2,flexible,1,f,93,1,1,4.219507705,,,
Entire home/apt,4,1.5,flexible,0,f,100,2,3,5.703782475,,,
Entire home/apt,4,2,moderate,1,f,95,2,2,5.857933154,,,
Entire home/apt,6,3.5,flexible,0,f,96,3,4,6.620073207,,,
Private room,3,1,strict,1,f,96,1,1,4.077537444,,,
Private room,2,1,moderate,1,f,93,1,1,4.394449155,,,
Entire home/apt,3,1,flexible,1,f,98,1,2,5.857933154,,,
Shared room,1,1,strict,0,f,92,1,1,3.17805383,,,
Shared room,1,1,flexible,0,f,83,1,1,2.708050201,,,
Entire home/apt,3,1,strict,1,f,87,1,2,4.510859507,,,
Entire home/apt,4,1,flexible,1,t,96,2,2,5.068904202,,,
Private room,2,1.5,strict,1,f,97,1,1,3.583518938,,,
Private room,2,1,flexible,1,t,96,1,1,4.043051268,,,
Entire home/apt,2,1,flexible,0,f,94,0,1,4.442651256,,,
Entire home/apt,4,1.5,flexible,0,f,93,2,2,4.605170186,,,
Private room,2,1,strict,0,f,90,1,1,5.164785974,,,
Entire home/apt,8,2.5,moderate,0,f,96,3,3,7.34601021,,,
Entire home/apt,6,1,moderate,1,f,93,1,2,4.584967479,,,
Entire home/apt,3,1,moderate,1,t,96,0,1,5.010635294,,,
Entire home/apt,6,1,strict,1,t,92,2,2,5.556828062,,,
Private room,2,2,moderate,1,t,98,1,1,4.553876892,,,
Entire home/apt,2,1,moderate,1,f,96,1,2,4.49980967,,,
Entire home/apt,3,1,strict,1,f,100,2,1,5.010635294,,,
Private room,1,1,moderate,0,f,96,1,2,5.010635294,,,
Entire home/apt,2,2.5,moderate,1,f,100,2,2,5.541263545,,,
Shared room,2,1,flexible,0,f,74,1,1,4.17438727,,,
Entire home/apt,4,2,flexible,1,f,100,2,2,5.247024072,,,
Entire home/apt,2,1,strict,1,f,97,1,2,5.517452896,,,
Entire home/apt,2,1,strict,1,t,96,1,1,4.934473933,,,
Entire home/apt,2,1,moderate,1,f,100,0,1,5.075173815,,,
Private room,2,2,strict,1,f,100,1,2,5.164785974,,,
Entire home/apt,4,1,strict,1,f,60,1,2,5.298317367,,,
Entire home/apt,5,2,strict,1,f,96,2,2,5.700443573,,,
Private room,1,1.5,strict,0,t,98,1,1,4.553876892,,,
Entire home/apt,5,1,strict,1,f,86,0,3,5.38907173,,,
Entire home/apt,2,1,flexible,1,t,100,1,1,4.584967479,,,
Entire home/apt,3,1,strict,1,f,97,0,2,4.248495242,,,
Private room,4,1.5,moderate,1,f,100,1,2,4.59511985,,,
Entire home/apt,2,1,strict,1,f,95,0,2,4.382026635,,,
Shared room,2,2,flexible,0,f,96,1,1,5.521460918,,,
Entire home/apt,2,1,strict,1,f,96,1,1,5.241747015,,,
Private room,4,1,flexible,1,f,100,1,2,4.828313737,,,
Entire home/apt,2,1,flexible,1,f,96,2,1,4.418840608,,,
Entire home/apt,6,2.5,strict,1,f,100,3,3,6.620073207,,,
Entire home/apt,6,2.5,flexible,1,t,100,2,4,5.220355825,,,
Shared room,2,1,strict,1,t,85,1,1,4.442651256,,,
Private room,4,1,moderate,1,f,90,1,4,4.828313737,,,
Entire home/apt,2,1,strict,1,t,98,0,1,4.442651256,,,
Entire home/apt,3,1,moderate,1,f,96,1,1,5.225746674,,,
Entire home/apt,6,3,moderate,1,f,96,3,3,6.801283034,,,
Shared room,2,1,strict,1,f,92,1,1,3.912023005,,,
Entire home/apt,5,1,strict,1,t,91,0,3,5.298317367,,,
Entire home/apt,6,1,strict,1,t,98,2,3,5.247024072,,,
Entire home/apt,2,1,strict,1,f,80,0,1,5.192956851,,,
Private room,3,0.5,moderate,1,t,80,1,2,3.688879454,,,
Entire home/apt,7,3,strict,1,f,65,3,4,6.270988432,,,
Entire home/apt,16,6,strict,1,f,92,8,13,7.313220387,,,
Private room,1,1,moderate,1,t,97,1,1,3.871201011,,,
Entire home/apt,6,1,strict,1,f,92,2,4,5.003946306,,,
Private room,3,1,strict,1,t,75,1,1,3.871201011,,,
Entire home/apt,4,1,flexible,1,f,90,1,2,4.634728988,,,
Entire home/apt,3,1,moderate,0,t,96,2,3,4.828313737,,,
Entire home/apt,4,1,strict,1,f,98,1,2,5.429345629,,,
Private room,2,1,moderate,1,f,80,1,2,4.317488114,,,
Entire home/apt,3,1,strict,1,f,95,1,1,4.770684624,,,
Entire home/apt,2,1,moderate,1,f,96,0,1,5.241747015,,,
Entire home/apt,3,1.5,flexible,1,f,100,1,1,4.369447852,,,
Private room,2,1,strict,1,t,98,0,1,3.912023005,,,
Entire home/apt,3,1,strict,1,f,92,0,1,5.075173815,,,
Entire home/apt,4,1,moderate,1,f,93,1,1,4.605170186,,,
Entire home/apt,6,2.5,strict,1,f,96,3,3,6.993932975,,,
Entire home/apt,2,1,strict,0,f,96,1,1,4.248495242,,,
Private room,2,1.5,flexible,0,f,95,1,2,4.127134385,,,
Entire home/apt,6,2,strict,1,f,100,2,3,5.700443573,,,
Entire home/apt,7,1,strict,1,f,89,2,5,5.616771098,,,
Private room,1,2,flexible,0,f,96,3,3,3.912023005,,,
Entire home/apt,4,1,strict,1,f,99,1,2,4.65396035,,,
Entire home/apt,4,1,moderate,1,f,100,1,2,5.991464547,,,
Entire home/apt,2,1,flexible,1,f,96,1,2,4.442651256,,,
Entire home/apt,4,1.5,strict,0,f,100,2,2,5.293304825,,,
Entire home/apt,4,2,flexible,1,f,96,3,3,5.857933154,,,
Entire home/apt,16,7,flexible,0,f,100,8,16,7.309881486,,,
Entire home/apt,3,1,flexible,0,f,96,1,1,5.214935758,,,
Entire home/apt,6,2,moderate,1,f,96,2,3,6.902742737,,,
Private room,1,1,strict,1,f,91,1,1,3.871201011,,,
Entire home/apt,4,1,strict,1,t,99,1,2,5.010635294,,,
Entire home/apt,5,1,moderate,1,f,98,2,3,5.164785974,,,
Entire home/apt,2,1,moderate,1,t,85,0,1,4.644390899,,,
Entire home/apt,4,1,strict,0,f,100,2,2,4.682131227,,,
Entire home/apt,3,1,moderate,1,t,90,0,2,4.605170186,,,
Entire home/apt,6,1,strict,1,f,98,1,3,5.65248918,,,
Entire home/apt,10,1,flexible,1,t,80,3,5,4.934473933,,,
Entire home/apt,5,2.5,strict,1,f,95,3,4,5.416100402,,,
Entire home/apt,3,1,strict,1,f,97,1,1,5.293304825,,,
Entire home/apt,6,2,strict,1,t,96,2,3,5.252273428,,,
Entire home/apt,3,1,flexible,0,t,100,1,1,4.49980967,,,
Entire home/apt,4,1,strict,1,f,95,0,2,4.127134385,,,
Entire home/apt,8,1,strict,1,f,91,2,4,5.135798437,,,
Private room,1,1,flexible,1,f,87,1,1,3.912023005,,,
Shared room,4,1,flexible,1,f,100,1,2,5.298317367,,,
Private room,1,1,strict,1,f,100,1,1,4.584967479,,,
Private room,4,1.5,flexible,1,f,96,2,2,5.010635294,,,
Entire home/apt,6,1,strict,1,t,98,2,2,5.298317367,,,
Private room,2,1,flexible,0,t,93,2,1,4.17438727,,,
Entire home/apt,6,2,moderate,0,f,100,2,2,6.309918278,,,
Entire home/apt,2,1,strict,1,f,94,1,1,5.262690189,,,
Entire home/apt,5,1,flexible,1,f,91,2,2,5.521460918,,,
Entire home/apt,2,1,moderate,1,t,98,0,1,4.905274778,,,
Entire home/apt,4,1,moderate,1,t,100,0,2,4.976733742,,,
Entire home/apt,4,1,moderate,1,f,96,1,3,4.744932128,,,
Entire home/apt,9,1.5,strict,1,t,93,4,4,6.098074282,,,
Private room,1,1,moderate,1,f,96,1,1,4.127134385,,,
Entire home/apt,3,1,moderate,1,f,96,1,1,6.214608098,,,
Entire home/apt,8,1,strict,1,t,93,1,5,5.068904202,,,
Entire home/apt,6,1,moderate,1,f,100,1,3,5.247024072,,,
Private room,2,1.5,strict,1,f,80,1,1,4.406719247,,,
Entire home/apt,4,1,strict,1,f,95,1,3,5.129898715,,,
Entire home/apt,3,1,moderate,1,f,92,1,1,5.298317367,,,
Private room,2,1,moderate,1,t,100,1,1,4.941642423,,,
Entire home/apt,3,1,strict,1,t,90,1,1,4.859812404,,,
Private room,1,1,flexible,0,f,97,1,1,3.891820298,,,
Private room,2,1,flexible,1,f,96,1,2,4.700480366,,,
Entire home/apt,7,1,strict,1,t,98,1,5,4.59511985,,,
Entire home/apt,4,1,strict,1,t,98,2,3,5.370638028,,,
Entire home/apt,4,1,moderate,1,t,96,1,1,4.828313737,,,
Entire home/apt,5,1,moderate,1,t,99,3,4,5.65248918,,,
Entire home/apt,5,4.5,strict,0,f,96,3,3,5.560681631,,,
Private room,1,1,strict,1,t,96,1,1,5.075173815,,,
Entire home/apt,4,1,strict,1,f,83,0,3,5.075173815,,,
Private room,2,1,strict,1,f,90,1,1,4.304065093,,,
Entire home/apt,6,1,moderate,1,f,85,3,2,5.075173815,,,
Private room,6,1,strict,1,f,94,2,4,4.976733742,,,
Private room,1,1,moderate,1,f,90,1,1,3.912023005,,,
Entire home/apt,3,1,strict,1,t,93,0,2,5.351858133,,,
Private room,2,1,moderate,0,t,96,1,1,3.610917913,,,
Entire home/apt,5,1,flexible,1,t,83,2,3,5.068904202,,,
Entire home/apt,8,1.5,strict,1,f,98,2,4,5.164785974,,,
Private room,2,1,moderate,0,f,97,1,1,3.401197382,,,
Entire home/apt,2,1,moderate,1,f,90,1,2,4.382026635,,,
Entire home/apt,2,1,flexible,0,t,80,0,1,4.317488114,,,
Private room,1,1,flexible,1,f,93,1,1,4.290459441,,,
Entire home/apt,3,1,moderate,1,f,98,0,1,4.248495242,,,
Entire home/apt,6,2.5,strict,1,f,100,4,4,5.164785974,,,
Private room,3,1,moderate,1,f,96,1,1,4.787491743,,,
Private room,4,1,moderate,1,f,95,1,2,4.828313737,,,
Private room,1,1,moderate,1,f,89,1,1,4.828313737,,,
Private room,2,1,flexible,1,f,75,1,1,4.787491743,,,
